version,fork,shape,size,ns,bytes,count,equivalent
current,2,jdbc_escape,1,1479.639,1368,1,true
current,2,array_named,4096,204900,453056,4096,true
current,2,array_mybatis,1024,96462.500,280920,1024,true
current,2,array_positional,1024,9925,14968,1024,true
current,2,array_mybatis,256,24875,58232,256,true
current,2,array_mybatis,8192,828650,2158956,8192,true
current,2,bare_concat,4096,206500,158072,4096,true
current,2,where_named,2,1341.553,2032,2,true
current,2,geometric_cast,1,1098.340,1088,1,true
current,2,array_mybatis,4096,382900,1037720,4096,true
current,2,join_positional,4,3810.693,4008,4,true
current,2,array_named,1024,50725,104680,1024,true
current,2,array_positional,8192,73200,205540,8192,true
current,2,where_mybatis,2,1996.387,3024,2,true
current,2,bare_concat,1024,56962.500,46440,1024,true
current,2,deep_unary,4096,454100,576664,1,true
current,2,bare_concat,8192,414800,442548,8192,true
current,2,no_parameters,0,1066.016,1184,0,true
current,2,array_positional,4096,29950,57976,4096,true
current,2,where_positional,2,1396.387,1624,2,true
current,2,join_named,4,3417.725,4392,4,true
current,2,array_positional,256,4259.375,4216,256,true
current,2,json_constructor,1,1302.344,1336,1,true
current,2,cached_positional_same,2,12.203,0,2,true
current,2,cached_positional_equal,2,16.178,0,2,true
current,2,cached_named_same,2,11.787,0,2,true
current,2,cached_named_equal,2,17.217,0,2,true
current,3,deep_unary,256,28265.625,37560,1,true
current,3,array_named,4096,192000,453056,4096,true
current,3,quoted_and_comments,2,1675.244,1432,2,true
current,3,array_named,1024,47875,104680,1024,true
current,3,geometric_cast,1,1086.670,1088,1,true
current,3,where_positional,128,42236.621,39944,128,true
current,3,array_named,256,14356.250,26440,256,true
current,3,array_mybatis,1024,103462.500,280920,1024,true
current,3,no_parameters,0,1045.605,1184,0,true
current,3,json_operator,1,1435.059,1320,1,true
current,3,where_mybatis,16,10464.063,18040,16,true
current,3,array_positional,256,3218.750,4216,256,true
current,3,array_mybatis,256,24150,58232,256,true
current,3,deep_unary,4096,450000,576664,1,true
current,3,where_positional,16,5769.189,5680,16,true
current,3,bare_concat,256,15093.750,10520,256,true
current,3,json_constructor,1,1292.822,1336,1,true
current,3,where_named,16,5722.217,9632,16,true
current,3,array_mybatis,4096,379900,1037720,4096,true
current,3,array_positional,8192,62100,205540,8192,true
current,3,bare_concat,1024,52237.500,46440,1024,true
current,3,where_named,2,1303.809,2032,2,true
current,3,join_positional,4,3776.758,4008,4,true
current,3,deep_unary,8192,854600,1192660,1,true
current,3,deep_unary,1024,108087.500,147453,1,true
current,3,array_named,8192,436350,979260,8192,true
current,3,array_positional,1024,10062.500,14968,1024,true
current,3,join_mybatis,4,4508.447,6688,4,true
current,3,bare_concat,4096,197550,158072,4096,true
current,3,join_named,4,3346.045,4392,4,true
current,3,where_positional,2,1411.279,1624,2,true
current,3,jdbc_escape,1,1435.156,1368,1,true
current,3,array_positional,4096,30550,57976,4096,true
current,3,bare_concat,8192,429400,442548,8192,true
current,3,where_mybatis,2,1920.703,3024,2,true
current,3,array_mybatis,8192,770000,2158956,8192,true
current,3,cached_positional_same,2,12.236,0,2,true
current,3,cached_positional_equal,2,15.999,0,2,true
current,3,cached_named_same,2,11.856,0,2,true
current,3,cached_named_equal,2,15.994,0,2,true
current,4,array_named,4096,208050,453056,4096,true
current,4,array_named,1024,48950,104680,1024,true
current,4,geometric_cast,1,1110.010,1088,1,true
current,4,array_named,8192,403950,979260,8192,true
current,4,bare_concat,256,14025,10520,256,true
current,4,array_positional,256,3734.375,4216,256,true
current,4,join_mybatis,4,4613.037,6688,4,true
current,4,join_positional,4,3839.111,4008,4,true
current,4,deep_unary,1024,111787.500,145400,1,true
current,4,where_positional,16,5776.611,5680,16,true
current,4,json_constructor,1,1311.035,1336,1,true
current,4,no_parameters,0,1063.965,1184,0,true
current,4,array_mybatis,8192,841650,2158956,8192,true
current,4,join_named,4,3473.828,4392,4,true
current,4,deep_unary,4096,443550,576664,1,true
current,4,quoted_and_comments,2,1673.682,1432,2,true
current,4,array_mybatis,1024,105662.500,280920,1024,true
current,4,json_operator,1,1456.592,1320,1,true
current,4,where_named,16,5910.645,9632,16,true
current,4,where_positional,128,41212.402,39944,128,true
current,4,deep_unary,256,27700,37560,1,true
current,4,jdbc_escape,1,1474.268,1368,1,true
current,4,array_positional,1024,8437.500,14968,1024,true
current,4,where_positional,2,1407.861,1624,2,true
current,4,array_named,256,11959.375,26440,256,true
current,4,where_mybatis,2,2044.482,3024,2,true
current,4,array_positional,8192,70200,205540,8192,true
current,4,bare_concat,8192,418300,442548,8192,true
current,4,array_mybatis,4096,385000,1045932,4096,true
current,4,bare_concat,1024,58937.500,46440,1024,true
current,4,bare_concat,4096,211550,158072,4096,true
current,4,where_mybatis,16,11055.908,18040,16,true
current,4,array_mybatis,256,25893.750,58232,256,true
current,4,array_positional,4096,33000,57976,4096,true
current,4,where_named,2,1311.475,2032,2,true
current,4,deep_unary,8192,887450,1192660,1,true
current,4,cached_positional_same,2,12.533,0,2,true
current,4,cached_positional_equal,2,16.988,0,2,true
current,4,cached_named_same,2,12.243,0,2,true
current,4,cached_named_equal,2,17.071,0,2,true
current,5,deep_unary,1024,105925,145400,1,true
current,5,no_parameters,0,1043.701,1184,0,true
current,5,array_positional,1024,8550,14968,1024,true
