version,case,forks,median_ns,min_fork_ns,max_fork_ns,bytes_per_op,equivalent_results
before,positional_subquery_structured,5,1428.539,1390.639,1465.569,4856,true
current,positional_subquery_structured,5,1119.366,1095.279,1245.451,2856,true
baseline,positional_union_builder,5,5343.386,5094.046,6104.57,9768,true
before,positional_union_builder,5,2447.164,2340.274,2991.895,5920,true
current,positional_union_builder,5,2322.927,2111.907,2464.243,3968,true
baseline,positional_union_raw,5,3282.281,3122.763,4082.443,5200,true
before,positional_union_raw,5,1130.773,1122.664,1162.751,1968,true
current,positional_union_raw,5,1078.544,1048.023,1229.508,1472,true
baseline,positional_update_chain_16,5,6484.615,5760.505,8722.888,22360,true
before,positional_update_chain_16,5,6344.572,6176.702,6740.096,23168,true
current,positional_update_chain_16,5,4965.21,4694.639,5125.252,14560,true
baseline,positional_update_map,5,1089.092,1038.098,1317.986,3024,true
before,positional_update_map,5,1035.436,1022.387,1126.322,3192,true
current,positional_update_map,5,784.647,758.197,789.954,1872,true
baseline,positional_where_128,5,33105.505,30560.274,37459.847,32808,true
before,positional_where_128,5,30984.84,29820.803,33746.72,38992,true
current,positional_where_128,5,22768.75,21291.934,23689.804,20712,true
baseline,positional_where_16,5,4463.342,4277.051,5468.876,5888,true
before,positional_where_16,5,4175.498,4023.641,4309.932,6696,true
current,positional_where_16,5,3083.938,2938.194,3345.809,3648,true
baseline,positional_where_eq,5,923.863,913.956,1210.54,2664,true
before,positional_where_eq,5,893.22,853.05,905.865,2816,true
current,positional_where_eq,5,685.076,657.285,730.5,1592,true
baseline,raw_batch_4,5,2650.209,2545.741,3585.885,7584,false
before,raw_batch_4,5,2326.528,2209.39,2458.901,7456,true
current,raw_batch_4,5,1342.972,1277.646,1431.492,3304,true
baseline,raw_batch_64,5,28635.402,27470.755,33995.016,97344,false
before,raw_batch_64,5,23535.231,22964.92,25683.439,92416,true
current,raw_batch_64,5,11983.127,11507.9,12553.351,30184,true
baseline,raw_batch_beans,5,6492.052,6440.702,9515.833,16896,false
before,raw_batch_beans,5,6083.405,5313.704,7313.835,16792,true
current,raw_batch_beans,5,3617.438,3507.743,3829.598,8808,true
baseline,raw_between,5,1251.412,1232.943,1403.285,3384,true
before,raw_between,5,1162.32,1138.956,1283.213,3432,true
current,raw_between,5,737.155,711.301,759.677,1648,true
baseline,raw_condition_only,5,4833.113,4666.796,5370.039,7816,true
before,raw_condition_only,5,4505.993,4376.133,4924.272,8584,true
current,raw_condition_only,5,2560.9,2447.476,2729.886,2720,true
baseline,raw_delete,5,432.534,418.505,581.183,1624,true
before,raw_delete,5,422.433,405.178,458.672,1664,true
current,raw_delete,5,273.663,244.617,285.363,912,true
baseline,raw_derived,5,9578.52,9008.799,10675.216,15848,true
before,raw_derived,5,3640.23,3600.104,4003.036,7632,true
current,raw_derived,5,3385.887,3296.878,3480.849,5216,true
baseline,raw_group_order,5,3306.579,3163.015,3931.449,6432,true
before,raw_group_order,5,2237.445,2162.241,2380.346,6256,true
current,raw_group_order,5,1505.802,1437.29,1596.998,2952,true
baseline,raw_in_1024,5,77428.975,70023.333,85581.667,220248,true
before,raw_in_1024,5,72276.712,71393.421,81147.26,220328,true
current,raw_in_1024,5,13464.107,13134.115,13926.698,6328,true
baseline,raw_in_16,5,1714.27,1673.488,2075.54,5600,true
before,raw_in_16,5,1690.792,1586.391,2045.993,5680,true
current,raw_in_16,5,632.258,592.912,679.791,1344,true
baseline,raw_in_17,5,1795.463,1737.606,2054.743,5816,true
before,raw_in_17,5,1728.451,1677.906,1860.291,5896,true
current,raw_in_17,5,632.337,622.929,709.431,1352,true
baseline,raw_in_256,5,18590.665,17805.556,23647.416,56640,true
before,raw_in_256,5,18104.766,17626.258,20487.709,56720,true
current,raw_in_256,5,3637.755,3535.095,4051.351,2464,true
baseline,raw_in_expression,5,18691.354,17656.292,25206.803,56616,true
before,raw_in_expression,5,18955.386,18935.121,20760.201,57760,true
current,raw_in_expression,5,4856.466,4564.447,4985.8,3712,true
baseline,raw_insert_entity,5,848.693,844.486,1054.083,2176,false
before,raw_insert_entity,5,814.483,739.726,894.974,2128,true
current,raw_insert_entity,5,622.104,569.747,662.085,1264,true
baseline,raw_insert_placeholders,5,677.952,660.084,801.444,1944,true
before,raw_insert_placeholders,5,686.133,670.743,775.543,2096,true
current,raw_insert_placeholders,5,480.846,470.309,494.945,1208,true
baseline,raw_insert_values,5,1055.422,1008.658,1259.223,2464,false
before,raw_insert_values,5,960.583,952.895,1162.562,2544,true
current,raw_insert_values,5,722.103,643.46,826.011,1536,true
baseline,raw_join_on,5,1742.101,1627.809,2194.225,3952,true
before,raw_join_on,5,1355.016,1336.552,1580.181,4016,true
current,raw_join_on,5,1115.875,1008.65,1226.244,2336,true
baseline,raw_join_using,5,931.948,923.427,1143.36,3176,true
before,raw_join_using,5,946.342,920.32,1006.081,3344,true
current,raw_join_using,5,683.573,660.981,728.697,1664,true
baseline,raw_late_modifier,5,733.115,719.957,1027.857,2480,true
before,raw_late_modifier,5,723.784,692.742,740.992,2560,true
current,raw_late_modifier,5,493.548,479.538,522.76,1344,true
baseline,raw_mixed_literals,5,1543.405,1433.906,1976.703,3192,true
before,raw_mixed_literals,5,1455.471,1349.022,1599.204,3368,true
current,raw_mixed_literals,5,1062.057,962.504,1174.984,1864,true
baseline,raw_naming_CAMEL_CASE,5,4126.273,3960.562,5213.393,7880,true
before,raw_naming_CAMEL_CASE,5,5372.111,5161.887,5982.353,9360,true
current,raw_naming_CAMEL_CASE,5,2342.222,2244.969,2791.393,1504,true
baseline,raw_naming_KEBAB_CASE,5,5381.087,4889.697,6436.756,8840,true
before,raw_naming_KEBAB_CASE,5,5164.551,5038.526,5759.144,9648,true
current,raw_naming_KEBAB_CASE,5,3168.789,2983.252,3369.009,3272,true
baseline,raw_naming_NO_CHANGE,5,4239.38,3889.687,6719.149,7880,true
before,raw_naming_NO_CHANGE,5,4059.625,3927.511,4216.454,7880,true
current,raw_naming_NO_CHANGE,5,1952.551,1859.86,2188.461,1504,true
baseline,raw_naming_SCREAMING_SNAKE_CASE,5,5339.805,5290.884,6676.186,8856,true
before,raw_naming_SCREAMING_SNAKE_CASE,5,5148.476,5066.766,5543.742,9664,true
current,raw_naming_SCREAMING_SNAKE_CASE,5,3161.838,2945.103,3484.027,3288,true
baseline,raw_naming_UPPER_CAMEL_CASE,5,5400.599,5204.418,6266.19,8840,true
before,raw_naming_UPPER_CAMEL_CASE,5,5510.018,5167.128,6677.489,9376,true
current,raw_naming_UPPER_CAMEL_CASE,5,3258.27,3057.944,3591.015,3000,true
baseline,raw_nested,5,1359.399,1298.671,1641.611,3280,true
before,raw_nested,5,1261.077,1226.511,1423.021,3448,true
current,raw_nested,5,883.481,839.183,937.96,1616,true
baseline,raw_pagination,5,1030.388,979.964,1187.274,3400,true
before,raw_pagination,5,999.873,990.01,1077.261,3520,true
current,raw_pagination,5,723.325,676.495,757.919,1712,true
baseline,raw_raw_expression,5,1572.455,1486.561,2104.546,2624,true
before,raw_raw_expression,5,1026.161,1005.942,1101.251,2616,true
current,raw_raw_expression,5,962.15,921.673,987.597,1744,true
baseline,raw_repeated_names,5,23071.884,21270.552,33231.507,53896,true
before,raw_repeated_names,5,21756.757,21508.325,25104.564,59056,true
current,raw_repeated_names,5,11911.184,11360.239,12388.216,14152,true
baseline,raw_retry_rollback,5,3919.662,3395.042,4213.985,6376,true
before,raw_retry_rollback,5,3242.727,3100.33,3594.606,6400,true
current,raw_retry_rollback,5,2792.071,2578.036,3090.384,3976,true
baseline,raw_row_in,5,1236.914,1142.604,1443.661,3136,true
before,raw_row_in,5,1120.265,1074.739,1195.053,3168,true
current,raw_row_in,5,764.824,724.023,852.964,1608,true
baseline,raw_select_columns,5,828.505,784.311,1055.236,1952,true
before,raw_select_columns,5,810.935,795.795,824.972,2104,true
current,raw_select_columns,5,617.199,572.458,636.706,1216,true
baseline,raw_select_entity,5,583.952,573.451,689.722,2000,true
before,raw_select_entity,5,583.353,569.65,682.892,1992,true
current,raw_select_entity,5,535.349,491.819,583.22,1304,true
baseline,raw_select_expressions,5,2105.168,2031.902,2625.192,2728,true
before,raw_select_expressions,5,1511.899,1488.249,1647.049,2512,true
current,raw_select_expressions,5,1459.424,1405.441,1658.98,1936,true
baseline,raw_select_star,5,307.761,279.351,345.616,1424,true
before,raw_select_star,5,234.305,229.67,251.433,1240,true
current,raw_select_star,5,218.99,206.692,224.957,880,true
baseline,raw_subquery_raw,5,638.401,603.334,989.75,2272,true
before,raw_subquery_raw,5,627.344,622.371,697.692,2352,true
current,raw_subquery_raw,5,500.621,484.641,528.2,1344,true
baseline,raw_subquery_structured,5,1415.002,1305.811,1666.311,4616,true
before,raw_subquery_structured,5,1343.395,1295.322,1427.792,4720,true
current,raw_subquery_structured,5,1119.906,1083.818,1128.276,2720,true
baseline,raw_union_builder,5,5552.034,5368.843,6416.487,10160,true
before,raw_union_builder,5,2509.618,2467.639,2975.67,6120,true
current,raw_union_builder,5,2165.862,2082.454,2404.459,3752,true
baseline,raw_union_raw,5,3469.008,3209.726,3856.517,5200,true
before,raw_union_raw,5,1140.639,1120.021,1233.16,1968,true
current,raw_union_raw,5,1099.958,1017.683,1140.074,1472,true
baseline,raw_update_chain_16,5,8112.712,7944.358,9891.939,25448,true
before,raw_update_chain_16,5,8206.76,7877.126,8917.148,26256,true
current,raw_update_chain_16,5,4898.724,4826.023,5094.794,13856,true
baseline,raw_update_map,5,1381.488,1337.475,1939.346,3592,false
before,raw_update_map,5,1269.593,1250.958,1365.994,3712,true
current,raw_update_map,5,825.581,799.364,942.001,1960,true
baseline,raw_where_128,5,39734.183,38318.478,48266.169,56496,true
before,raw_where_128,5,37031.283,36494.326,39222.468,62680,true
current,raw_where_128,5,22231.488,21640.779,23327.165,17776,true
baseline,raw_where_16,5,5299.916,4975.65,7272.982,8840,true
before,raw_where_16,5,5129.542,4932.204,5364.198,9648,true
current,raw_where_16,5,2997.95,2869.453,3653.331,3272,true
baseline,raw_where_eq,5,1000.865,980.808,1225.816,2784,true
before,raw_where_eq,5,951.988,931.347,981.686,2936,true
current,raw_where_eq,5,639.163,598.79,686.228,1504,true
